datetime,SPY,cash,commission,total,returns,equity_curve,drawdown
2001-02-14,9306.4735,90500.4578,1.3,99806.9313,-0.0001411446199350852,0.9980693130000001,0.004136666000000067
2001-02-15,9396.6766,90500.4578,1.3,99897.13440000001,0.0009037759083974084,0.9989713440000003,0.0032346349999998747
2001-02-16,9189.4875,90500.4578,1.3,99689.9453,-0.00207402445770255,0.9968994530000004,0.0053065259999998116
2001-02-20,9047.8409,90500.4578,1.3,99548.2987,-0.0014208714788011,0.9954829870000003,0.006722991999999928
2001-02-21,8852.6375,90500.4578,1.3,99353.0953,-0.0019608913718180965,0.9935309530000003,0.008675025999999919
2001-02-22,8866.024,90500.4578,1.3,99366.48180000001,0.00013473661751128851,0.9936648180000003,0.008541160999999908
2001-02-23,8806.126400000001,90500.4578,1.3,99306.58420000001,-0.0006027948148608075,0.9930658420000003,0.009140136999999937
2001-02-26,8993.5768,90500.4578,1.3,99494.0346,0.0018875928671806541,0.9949403460000003,0.007265632999999938
2001-02-27,8910.4225,90500.4578,1.3,99410.8803,-0.0008357717157043698,0.9941088030000004,0.008097175999999817
2001-02-28,8734.948699999999,90500.4578,1.3,99235.4065,-0.0017651367684348163,0.9923540650000003,0.00985191399999985
2001-03-01,8780.7549,90500.4578,1.3,99281.2127,0.0004615912970538094,0.9928121270000003,0.00939385199999987
2001-03-02,8710.9871,90500.4578,1.3,99211.4449,-0.0007027291277235115,0.9921144490000003,0.010091529999999849
2001-03-05,8790.6181,90500.4578,1.3,99291.0759,0.0008026392527622495,0.9929107590000004,0.009295219999999826
2001-03-06,8885.0525,90500.4578,1.3,99385.51030000001,0.0009510864812778408,0.9938551030000006,0.008350875999999618
2001-03-07,8948.4779,90500.4578,1.3,99448.9357,0.0006381755228557218,0.9944893570000004,0.007716621999999784
2001-03-08,8958.3427,90500.4578,1.3,99458.8005,9.919462617236086e-05,0.9945880050000004,0.00761797399999975
2001-03-09,8693.3693,90500.4578,1.3,99193.82710000001,-0.002664152379356244,0.9919382710000005,0.010267707999999653
2001-03-12,8321.2807,90500.4578,1.3,98821.7385,-0.00375112656581833,0.9882173850000006,0.013988593999999632
2001-03-13,8457.9941,90500.4578,1.3,98958.4519,0.0013834344758061334,0.9895845190000006,0.01262145999999964
2001-03-14,8290.980500000001,90500.4578,1.3,98791.43830000001,-0.0016877143568168052,0.9879143830000006,0.014291595999999629
2001-03-15,8293.089300000001,90500.4578,1.3,98793.54710000001,2.1345979330789078e-05,0.9879354710000007,0.014270507999999515
2001-03-16,8126.7555,90500.4578,1.3,98627.2133,-0.0016836504496761107,0.9862721330000005,0.015933845999999696
2001-03-19,8292.1013,90500.4578,1.3,98792.5591,0.0016764723899991285,0.9879255910000005,0.014280387999999644
2001-03-20,8069.517500000001,90500.4578,1.3,98569.9753,-0.002253042152442819,0.9856997530000006,0.016506225999999624
2001-03-21,7932.4341,90500.4578,1.3,98432.8919,-0.0013907216632933483,0.9843289190000005,0.017877059999999667
2001-03-22,7851.8845,90500.4578,1.3,98352.3423,-0.0008183199583512435,0.9835234230000005,0.018682555999999684
2001-03-23,8089.306600000001,90500.4578,1.3,98589.7644,0.0024139953807689185,0.9858976440000006,0.01630833499999962
2001-03-26,8192.469799999999,90500.4578,1.3,98692.9276,0.0010463885437583809,0.9869292760000006,0.015276702999999614
2001-03-27,8359.9365,90500.4578,1.3,98860.3943,0.0016968460058124357,0.9886039430000005,0.013602035999999651
2001-03-28,8128.8742,90500.4578,1.3,98629.33200000001,-0.002337258531448061,0.9862933200000006,0.015912658999999607
2001-03-29,8159.9648,90500.4578,1.3,98660.4226,0.0003152267116641738,0.9866042260000005,0.015601752999999663
2001-03-30,8245.4651,90500.4578,1.3,98745.9229,0.0008666119376625758,0.9874592290000005,0.014746749999999698
2001-04-02,8069.517500000001,90500.4578,1.3,98569.9753,-0.0017818214143199285,0.9856997530000005,0.016506225999999735
2001-04-03,7800.3006,90500.4578,1.3,98300.7584,-0.002731226209407356,0.9830075840000005,0.019198394999999646
2001-04-04,7832.8063999999995,90500.4578,1.3,98333.2642,0.0003306770011655136,0.9833326420000006,0.0188733369999996
2001-04-05,8129.5822,90500.4578,1.3,98630.04000000001,0.003018061104901326,0.9863004000000006,0.01590557899999956
2001-04-06,8005.925,90500.4578,1.3,98506.3828,-0.0012537478439631489,0.9850638280000006,0.017142150999999606
2001-04-09,8094.956999999999,90500.4578,1.3,98595.4148,0.0009038196050783487,0.9859541480000005,0.016251830999999717
2001-04-10,8242.6376,90500.4578,1.3,98743.0954,0.0014978445021969211,0.9874309540000005,0.01477502499999972
2001-04-11,8248.2925,90500.4578,1.3,98748.7503,5.726881436207698e-05,0.9874875030000004,0.014718475999999758
2001-04-12,8398.0965,90500.4578,1.3,98898.5543,0.0015170217298436928,0.9889855430000005,0.013220435999999669
2001-04-16,8309.770199999999,90500.4578,1.3,98810.228,-0.0008931000116753074,0.9881022800000006,0.014103698999999636
2001-04-17,8427.065999999999,90500.4578,1.3,98927.5238,0.001187081564066439,0.9892752380000006,0.01293074099999958
2001-04-18,8761.998,90500.4578,1.3,99262.4558,0.0033856300767936,0.9926245580000006,0.00958142099999959
2001-04-19,8878.5896,90500.4578,1.3,99379.04740000001,0.0011745790395809586,0.9937904740000008,0.008415504999999435
2001-04-20,8797.3297,90500.4578,1.3,99297.7875,-0.0008176763827583144,0.9929778750000008,0.009228103999999404
2001-04-23,8637.6366,90500.4578,1.3,99138.0944,-0.0016082241510164685,0.9913809440000008,0.010825034999999428
2001-04-24,8591.0019,90500.4578,1.3,99091.4597,-0.00047040141614818065,0.9909145970000008,0.01129138199999935
2001-04-25,8703.347,90500.4578,1.3,99203.8048,0.0011337515900977646,0.9920380480000007,0.010167930999999464
2001-04-26,8742.2127,90500.4578,1.3,99242.67050000001,0.00039177630412834397,0.9924267050000009,0.009779273999999338
2001-04-27,8887.7777,90500.4578,1.3,99388.23550000001,0.001466758192485429,0.9938823550000009,0.008323623999999308
2001-04-30,8949.9588,90500.4578,1.3,99450.4166,0.0006256384338363397,0.9945041660000007,0.007701812999999502
2001-05-01,8977.5185,90500.4578,1.3,99477.97630000001,0.0002771200055486922,0.9947797630000008,0.007426215999999375
2001-05-02,8961.264,90500.4578,1.3,99461.7218,-0.00016339797616093943,0.9946172180000008,0.007588760999999389
2001-05-03,8847.500600000001,90500.4578,1.3,99347.9584,-0.0011437907764029198,0.9934795840000009,0.008726394999999276
2001-05-04,8998.0072,90500.4578,1.3,99498.465,0.0015149440655237711,0.9949846500000007,0.007221328999999499
2001-05-07,8920.282,90500.4578,1.3,99420.73980000001,-0.0007811698401577472,0.9942073980000008,0.007998580999999394
2001-05-08,8916.0416,90500.4578,1.3,99416.4994,-4.2651060619181e-05,0.9941649940000007,0.008040984999999501
2001-05-09,8878.5896,90500.4578,1.3,99379.04740000001,-0.0003767181526811436,0.9937904740000008,0.008415504999999435
2001-05-10,8904.7363,90500.4578,1.3,99405.19410000001,0.00026310073082869145,0.9940519410000007,0.008154037999999475
2001-05-11,8843.2602,90500.4578,1.3,99343.71800000001,-0.0006184395147215138,0.9934371800000007,0.008768798999999494
2001-05-14,8860.924500000001,90500.4578,1.3,99361.3823,0.0001778099345948192,0.9936138230000006,0.008592155999999629
2001-05-15,8901.911199999999,90500.4578,1.3,99402.369,0.000412501306355173,0.9940236900000006,0.00818228899999962
2001-05-16,9111.7737,90500.4578,1.3,99612.23150000001,0.0021112424393023854,0.9961223150000005,0.006083663999999711
2001-05-17,9125.902600000001,90500.4578,1.3,99626.3604,0.0001418390069898301,0.9962636040000005,0.005942374999999722
2001-05-18,9167.5987,90500.4578,1.3,99668.0565,0.0004185247742924947,0.9966805650000004,0.00552541399999984
2001-05-21,9302.5597,90500.4578,1.3,99803.0175,0.0013541048630760777,0.9980301750000002,0.00417580399999995
2001-05-22,9290.5441,90500.4578,1.3,99791.0019,-0.00012039315344347656,0.9979100190000002,0.004295959999999988
2001-05-23,9132.9704,90500.4578,1.3,99633.42820000001,-0.0015790371576577256,0.9963342820000003,0.005871696999999898
2001-05-24,9159.8228,90500.4578,1.3,99660.2806,0.0002695119548239422,0.9966028060000002,0.005603173000000017
2001-05-25,9051.7143,90500.4578,1.3,99552.1721,-0.0010847701747289662,0.9955217210000001,0.006684258000000054
2001-05-29,8979.6379,90500.4578,1.3,99480.0957,-0.0007240063022190268,0.9948009570000002,0.007405022000000039
2001-05-30,8853.858199999999,90500.4578,1.3,99354.316,-0.0012643705166841546,0.9935431600000002,0.008662818999999988
2001-05-31,8899.7879,90500.4578,1.3,99400.2457,0.00046228188013497373,0.9940024570000002,0.008203521999999963
2001-06-01,8954.9042,90500.4578,1.3,99455.36200000001,0.0005544885690358381,0.9945536200000002,0.007652358999999942
2001-06-04,8998.0072,90500.4578,1.3,99498.465,0.00043339040885492786,0.9949846500000002,0.007221328999999943
2001-06-05,9101.1734,90500.4578,1.3,99601.6312,0.0010368622269700811,0.9960163120000003,0.006189666999999899
2001-06-06,9025.567599999998,90500.4578,1.3,99526.0254,-0.0007590819456378961,0.9952602540000003,0.006945724999999903
2001-06-07,9058.0681,90500.4578,1.3,99558.52590000001,0.00032655277721960196,0.9955852590000003,0.006620719999999913
2001-06-08,8973.9822,90500.4578,1.3,99474.44,-0.0008445876356633075,0.9947444000000002,0.007461578999999996
2001-06-11,8910.3874,90500.4578,1.3,99410.84520000001,-0.0006393079468453022,0.9941084520000003,0.008097526999999882
2001-06-12,8894.8425,90500.4578,1.3,99395.3003,-0.0001563702629098218,0.9939530030000002,0.008252975999999967
2001-06-13,8818.5303,90500.4578,1.3,99318.9881,-0.0007677646706601982,0.9931898810000002,0.009016098000000028
2001-06-14,8620.680199999999,90500.4578,1.3,99121.138,-0.0019920672147886176,0.9912113800000003,0.010994598999999883
2001-06-15,8634.5657,90500.4578,1.3,99135.02350000001,0.0001400861640632467,0.9913502350000003,0.01085574399999989
2001-06-18,8592.757399999999,90500.4578,1.3,99093.2152,-0.00042173087294428147,0.9909321520000003,0.011273826999999903
2001-06-19,8630.315400000001,90500.4578,1.3,99130.77320000001,0.0003790168673425409,0.9913077320000003,0.010898246999999861
2001-06-20,8675.664499999999,90500.4578,1.3,99176.1223,0.0004574674294983705,0.9917612230000002,0.010444755999999944
2001-06-21,8774.163100000002,90500.4578,1.3,99274.62090000001,0.0009931684937434238,0.9927462090000003,0.009459769999999867
2001-06-22,8705.4276,90500.4578,1.3,99205.8854,-0.0006923773606675176,0.9920588540000003,0.010147124999999924
2001-06-25,8625.355500000001,90500.4578,1.3,99125.81330000001,-0.0008071305414707464,0.9912581330000004,0.010947845999999761
2001-06-26,8613.3095,90500.4578,1.3,99113.7673,-0.00012152233206441654,0.9911376730000004,0.01106830599999975
2001-06-27,8608.3488,90500.4578,1.3,99108.80660000001,-5.005056446882872e-05,0.9910880660000004,0.011117912999999757
2001-06-28,8655.825799999999,90500.4578,1.3,99156.2836,0.00047903916542546554,0.9915628360000002,0.010643143000000022
2001-06-29,8687.7106,90500.4578,1.3,99188.16840000001,0.0003215610634283994,0.9918816840000004,0.010324294999999761
2001-07-02,8796.1304,90500.4578,1.3,99296.5882,0.0010930719031201352,0.9929658820000004,0.009240096999999836
2001-07-03,8794.0063,90500.4578,1.3,99294.4641,-2.139147012503173e-05,0.9929446410000003,0.009261337999999841
2001-07-05,8622.520400000001,90500.4578,1.3,99122.97820000001,-0.0017270439148276973,0.9912297820000006,0.010976196999999632
2001-07-06,8436.1534,90500.4578,1.3,98936.6112,-0.0018801594078819983,0.9893661120000005,0.012839866999999727
2001-07-09,8482.2098,90500.4578,1.3,98982.6676,0.00046551422614315996,0.9898266760000004,0.012379302999999786
2001-07-10,8380.173499999999,90500.4578,1.3,98880.63130000001,-0.0010308501728033548,0.9888063130000004,0.013399665999999755
2001-07-11,8388.6726,90500.4578,1.3,98889.13040000001,8.59531324615137e-05,0.9888913040000005,0.01331467499999972
2001-07-12,8587.7968,90500.4578,1.3,99088.2546,0.0020136105878831856,0.9908825460000005,0.011323432999999716
2001-07-13,8662.2032,90500.4578,1.3,99162.66100000001,0.0007509103909477677,0.9916266100000006,0.010579368999999561
2001-07-16,8553.7842,90500.4578,1.3,99054.242,-0.0010933450041241688,0.9905424200000006,0.011663558999999601
2001-07-17,8633.8577,90500.4578,1.3,99134.3155,0.0008083803215614971,0.9913431550000005,0.010862823999999716
2001-07-18,8575.045,90500.4578,1.3,99075.5028,-0.0005932627839649873,0.9907550280000006,0.011450950999999598
2001-07-19,8650.1564,90500.4578,1.3,99150.61420000001,0.000758122824283225,0.9915061420000008,0.010699836999999435
2001-07-20,8598.4291,90500.4578,1.3,99098.8869,-0.0005217042820901963,0.9909888690000006,0.011217109999999586
2001-07-23,8429.0657,90500.4578,1.3,98929.52350000001,-0.0017090343322513357,0.9892952350000007,0.012910743999999474
2001-07-24,8347.573100000001,90500.4578,1.3,98848.03090000001,-0.0008237439857879947,0.9884803090000007,0.013725669999999468
2001-07-25,8439.6957,90500.4578,1.3,98940.1535,0.0009319619132643897,0.9894015350000005,0.012804443999999693
2001-07-26,8528.271499999999,90500.4578,1.3,99028.7293,0.0008952462358975399,0.9902872930000005,0.011918685999999679
2001-07-27,8560.8696,90500.4578,1.3,99061.32740000001,0.0003291782115193431,0.9906132740000005,0.011592704999999648
2001-07-30,8563.7024,90500.4578,1.3,99064.1602,2.859642682295771e-05,0.9906416020000003,0.011564376999999904
2001-07-31,8599.134100000001,90500.4578,1.3,99099.5919,0.0003576641635931743,0.9909959190000002,0.011210060000000022
2001-08-01,8652.9915,90500.4578,1.3,99153.44930000001,0.0005434674247131177,0.9915344930000003,0.010671485999999897
2001-08-02,8688.4209,90500.4578,1.3,99188.8787,0.00035731888552659186,0.9918887870000003,0.01031719199999992
2001-08-03,8640.9447,90500.4578,1.3,99141.4025,-0.0004786443865707479,0.9914140250000002,0.010791953999999992
2001-08-06,8524.7299,90500.4578,1.3,99025.18770000001,-0.0011722125879749523,0.9902518770000003,0.011954101999999911
2001-08-07,8558.0383,90500.4578,1.3,99058.4961,0.00033636290698990656,0.9905849610000003,0.011621017999999927
2001-08-08,8399.3042,90500.4578,1.3,98899.762,-0.0016024279213744386,0.9889976200000002,0.013208358999999947
2001-08-09,8424.107399999999,90500.4578,1.3,98924.5652,0.0002507913011964291,0.9892456520000003,0.012960326999999938
2001-08-10,8453.1593,90500.4578,1.3,98953.6171,0.00029367730796958647,0.9895361710000002,0.012669807999999949
2001-08-13,8455.287900000001,90500.4578,1.3,98955.7457,2.15110883501346e-05,0.9895574570000003,0.012648521999999884
2001-08-14,8451.7395,90500.4578,1.3,98952.1973,-3.585845344200589e-05,0.9895219730000003,0.012684005999999859
2001-08-15,8378.7521,90500.4578,1.3,98879.2099,-0.0007376026201694197,0.9887920990000003,0.013413879999999878
2001-08-16,8407.8064,90500.4578,1.3,98908.2642,0.0002938362880264833,0.9890826420000004,0.01312333699999979
2001-08-17,8273.1697,90500.4578,1.3,98773.6275,-0.0013612280135435473,0.9877362750000004,0.014469703999999806
2001-08-20,8349.7002,90500.4578,1.3,98850.158,0.0007748070202240331,0.9885015800000003,0.013704398999999867
2001-08-21,8207.2701,90500.4578,1.3,98707.7279,-0.0014408687136342468,0.9870772790000003,0.015128699999999884
2001-08-22,8292.3035,90500.4578,1.3,98792.7613,0.0008614664911155145,0.9879276130000003,0.014278365999999876
2001-08-23,8262.5389,90500.4578,1.3,98762.9967,-0.00030128320747724313,0.9876299670000004,0.014576011999999805
2001-08-24,8434.0256,90500.4578,1.3,98934.4834,0.0017363456530272714,0.9893448340000003,0.012861144999999907
2001-08-27,8383.7097,90500.4578,1.3,98884.16750000001,-0.0005085779828308823,0.9888416750000004,0.013364303999999771
2001-08-28,8261.1206,90500.4578,1.3,98761.5784,-0.0012397242460479019,0.9876157840000003,0.014590194999999917
2001-08-29,8187.423699999999,90500.4578,1.3,98687.8815,-0.0007462102286529548,0.9868788150000004,0.015327163999999782
2001-08-30,8030.109399999999,90500.4578,1.3,98530.5672,-0.0015940589422825946,0.9853056720000004,0.01690030699999978
2001-08-31,8088.9252,90500.4578,1.3,98589.383,0.000596929477535646,0.9858938300000003,0.016312148999999887
2001-09-04,8037.200199999999,90500.4578,1.3,98537.658,-0.0005246508135668959,0.9853765800000002,0.016829399000000023
2001-09-05,8057.0366,90500.4578,1.3,98557.49440000001,0.00020130780863514275,0.9855749440000003,0.01663103499999985
2001-09-06,7849.408000000001,90500.4578,1.3,98349.8658,-0.002106674903456285,0.9834986580000002,0.018707320999999943
2001-09-07,7704.1428,90500.4578,1.3,98204.6006,-0.0014770248929002472,0.9820460060000002,0.020159972999999942
2001-09-10,7798.389399999999,90500.4578,1.3,98298.8472,0.0009596963831040028,0.9829884720000002,0.019217507000000023
2001-09-17,7390.9325,90500.4578,1.3,97891.3903,-0.004145083198900501,0.9789139030000001,0.02329207600000005
2001-09-18,7373.217,90500.4578,1.3,97873.67480000001,-0.0001809709714583052,0.9787367480000002,0.02346923099999998
2001-09-19,7224.4064,90500.4578,1.3,97724.86420000001,-0.0015204354010829313,0.9772486420000003,0.024957336999999913
2001-09-20,6994.813499999999,90500.4578,1.3,97495.27130000001,-0.00234938059908818,0.9749527130000002,0.027253265999999998
2001-09-21,6919.3436,90500.4578,1.3,97419.8014,-0.0007740877992716833,0.9741980140000001,0.028007965000000135
2001-09-24,7162.606,90500.4578,1.3,97663.0638,0.0024970529246020057,0.9766306380000003,0.025575340999999918
2001-09-25,7237.2901999999995,90500.4578,1.3,97737.748,0.0007647128514516321,0.9773774800000002,0.02482849899999995
2001-09-26,7211.682900000001,90500.4578,1.3,97712.1407,-0.00026200010256016704,0.9771214070000003,0.025084571999999916
2001-09-27,7274.276000000001,90500.4578,1.3,97774.7338,0.0006405867229146711,0.9777473380000001,0.02445864100000006
2001-09-28,7428.6247,90500.4578,1.3,97929.0825,0.0015786153948087467,0.9792908250000002,0.022915153999999993
2001-10-01,7416.5314,90500.4578,1.3,97916.98920000001,-0.0001234903839724133,0.9791698920000003,0.023036086999999927
2001-10-02,7509.7115,90500.4578,1.3,98010.16930000001,0.0009516234185844574,0.9801016930000003,0.022104285999999918
2001-10-03,7635.607900000001,90500.4578,1.3,98136.0657,0.0012845238499143985,0.9813606570000003,0.02084532199999989
2001-10-04,7642.0074,90500.4578,1.3,98142.4652,6.521048051344458e-05,0.9814246520000003,0.020781326999999905
2001-10-05,7627.0714,90500.4578,1.3,98127.5292,-0.00015218692509466614,0.9812752920000003,0.020930686999999892
2001-10-08,7577.280400000001,90500.4578,1.3,98077.7382,-0.0005074111251544,0.9807773820000004,0.02142859699999977
2001-10-09,7536.739300000001,90500.4578,1.3,98037.1971,-0.0004133567998614307,0.9803719710000004,0.021834007999999794
2001-10-10,7704.5967,90500.4578,1.3,98205.0545,0.0017121807330822136,0.9820505450000004,0.02015543399999975
2001-10-11,7824.099699999999,90500.4578,1.3,98324.5575,0.0012168721926628656,0.9832455750000003,0.018960403999999875
2001-10-12,7788.5345,90500.4578,1.3,98288.9923,-0.000361712281288451,0.9828899230000003,0.01931605599999986
2001-10-15,7774.3072999999995,90500.4578,1.3,98274.7651,-0.00014474866073066472,0.9827476510000004,0.019458327999999803
2001-10-16,7823.387099999999,90500.4578,1.3,98323.8449,0.0004994140657579305,0.9832384490000003,0.018967529999999844
2001-10-17,7656.9427000000005,90500.4578,1.3,98157.4005,-0.0016928182595917773,0.9815740050000005,0.02063197399999972
2001-10-18,7640.587600000001,90500.4578,1.3,98141.0454,-0.00016662116067345245,0.9814104540000005,0.020795524999999704
2001-10-19,7635.607900000001,90500.4578,1.3,98136.0657,-5.074023798812277e-05,0.9813606570000005,0.020845321999999666
2001-10-22,7786.4006,90500.4578,1.3,98286.8584,0.0015365676107390591,0.9828685840000003,0.01933739499999987
2001-10-23,7746.5668000000005,90500.4578,1.3,98247.0246,-0.00040528103805981264,0.9824702460000004,0.019735732999999755
2001-10-24,7725.9422,90500.4578,1.3,98226.40000000001,-0.0002099259502663653,0.9822640000000005,0.01994197899999972
2001-10-25,7864.636999999999,90500.4578,1.3,98365.0948,0.001411991073682728,0.9836509480000004,0.018555030999999778
2001-10-26,7846.8575,90500.4578,1.3,98347.3153,-0.0001807500926640504,0.9834731530000004,0.018732825999999814
2001-10-29,7642.720799999999,90500.4578,1.3,98143.1786,-0.0020756713020310125,0.9814317860000004,0.02077419299999983
2001-10-30,7550.9636,90500.4578,1.3,98051.4214,-0.0009349320177814979,0.9805142140000005,0.021691764999999696
2001-10-31,7525.3586,90500.4578,1.3,98025.81640000001,-0.00026113848870723544,0.9802581640000005,0.02194781499999965
2001-11-01,7718.118299999999,90500.4578,1.3,98218.5761,0.001966417695655087,0.9821857610000005,0.020020217999999645
2001-11-02,7770.7465999999995,90500.4578,1.3,98271.2044,0.0005358283747303183,0.9827120440000005,0.01949393499999974
2001-11-05,7872.4609,90500.4578,1.3,98372.91870000001,0.0010350366683813395,0.9837291870000004,0.018476791999999742
2001-11-06,7994.8021,90500.4578,1.3,98495.2599,0.0012436471502190738,0.9849525990000003,0.017253379999999874
2001-11-07,7984.136200000001,90500.4578,1.3,98484.59400000001,-0.00010828845987942426,0.9848459400000004,0.017360038999999827
2001-11-08,8009.030200000001,90500.4578,1.3,98509.48800000001,0.00025277049931271556,0.9850948800000002,0.017111098999999963
2001-11-09,8017.564399999999,90500.4578,1.3,98518.0222,8.663327942581844e-05,0.9851802220000002,0.017025756999999975
2001-11-12,7968.486800000001,90500.4578,1.3,98468.9446,-0.000498158599858689,0.9846894460000002,0.017516533
2001-11-13,8147.7272,90500.4578,1.3,98648.185,0.0018202733940950733,0.9864818500000002,0.015724128999999976
2001-11-14,8155.5534,90500.4578,1.3,98656.01120000001,7.933445506380643e-05,0.9865601120000003,0.015645866999999924
2001-11-15,8170.4895,90500.4578,1.3,98670.9473,0.00015139574181355364,0.9867094730000001,0.015496506000000076
2001-11-16,8134.2163,90500.4578,1.3,98634.6741,-0.0003676178347584713,0.9863467410000002,0.015859237999999998
2001-11-19,8234.5062,90500.4578,1.3,98734.964,0.0010167813795209923,0.9873496400000003,0.01485633899999994
2001-11-20,8165.5128,90500.4578,1.3,98665.9706,-0.0006987737393615578,0.9866597060000002,0.015546273
2001-11-21,8111.4532,90500.4578,1.3,98611.91100000001,-0.0005479052166744713,0.9861191100000003,0.016086868999999893
2001-11-23,8228.1013,90500.4578,1.3,98728.5591,0.001182900714701507,0.9872855910000001,0.014920388000000062
2001-11-26,8245.886199999999,90500.4578,1.3,98746.344,0.00018013936557093047,0.9874634400000002,0.014742538999999999
2001-11-27,8210.3249,90500.4578,1.3,98710.78270000001,-0.00036012776331229013,0.9871078270000003,0.015098151999999865
2001-11-28,8061.663799999999,90500.4578,1.3,98562.1216,-0.0015060269601125942,0.9856212160000002,0.016584763000000002
2001-11-29,8170.4895,90500.4578,1.3,98670.9473,0.0011041330912260339,0.9867094730000002,0.015496505999999965
2001-11-30,8112.1658,90500.4578,1.3,98612.6236,-0.0005910929366337303,0.9861262360000004,0.016079742999999813
2001-12-03,8063.7985,90500.4578,1.3,98564.25630000001,-0.0004904777728680365,0.9856425630000003,0.016563415999999886
2001-12-04,8200.367,90500.4578,1.3,98700.8248,0.0013855783539249433,0.9870082480000002,0.015197730999999992
2001-12-05,8350.4448,90500.4578,1.3,98850.9026,0.0015205323795834946,0.9885090260000001,0.013696953000000067
2001-12-06,8346.18,90500.4578,1.3,98846.6378,-4.3143763868935814e-05,0.988466378,0.013739601000000157
2001-12-07,8290.6967,90500.4578,1.3,98791.1545,-0.0005613069016292549,0.9879115450000001,0.014294434000000078
2001-12-10,8135.6361,90500.4578,1.3,98636.0939,-0.0015695797947172796,0.9863609390000002,0.015845039999999977
2001-12-11,8119.277199999999,90500.4578,1.3,98619.735,-0.00016585105262367783,0.9861973500000002,0.016008628999999996
2001-12-12,8128.524,90500.4578,1.3,98628.98180000001,9.376216636569623e-05,0.9862898180000003,0.01591616099999993
2001-12-13,7970.6215,90500.4578,1.3,98471.0793,-0.0016009746538822034,0.9847107930000002,0.017495185999999996
2001-12-14,8046.729300000001,90500.4578,1.3,98547.18710000001,0.00077289495089361,0.9854718710000003,0.01673410799999986
2001-12-17,8129.95,90500.4578,1.3,98630.4078,0.0008444756511978291,0.9863040780000002,0.015901900999999996
2001-12-18,8178.315699999999,90500.4578,1.3,98678.77350000001,0.0004903731118914845,0.9867877350000003,0.015418243999999914
2001-12-19,8235.9314,90500.4578,1.3,98736.3892,0.0005838712618371211,0.9873638920000001,0.014842087000000115
2001-12-20,8154.8439,90500.4578,1.3,98655.30170000001,-0.0008212524344569649,0.9865530170000002,0.015652961999999992
2001-12-21,8204.3022,90500.4578,1.3,98704.76000000001,0.0005013242993305855,0.9870476000000002,0.015158378999999944
2001-12-24,8188.600200000001,90500.4578,1.3,98689.058,-0.0001590804739305396,0.9868905800000003,0.015315398999999896
2001-12-26,8233.567,90500.4578,1.3,98734.0248,0.0004556411917520098,0.9873402480000003,0.014865730999999882
2001-12-27,8283.5251,90500.4578,1.3,98783.9829,0.0005059866657031176,0.9878398290000003,0.014366149999999855
