Date,Open,High,Low,Close,Adj Close,Volume
2001-02-22,126.349998,126.540001,123.019997,125.809998,88.660240,21281600
2001-02-23,125.080002,125.540001,121.800003,124.959999,88.061264,20173000
2001-02-26,125.800003,127.620003,124.500000,127.620003,89.935768,11503700
2001-02-27,126.800003,127.839996,125.510002,126.440002,89.104225,11415000
2001-02-28,126.750000,126.839996,123.269997,123.949997,87.349487,14825800
2001-03-01,124.050003,124.599998,121.750000,124.599998,87.807549,14672000
2001-03-02,122.500000,125.650002,122.300003,123.610001,87.109871,12564300
2001-03-05,124.150002,124.779999,123.809998,124.739998,87.906181,5293200
2001-03-06,126.349998,127.750000,125.489998,126.080002,88.850525,6917000
2001-03-07,126.900002,127.040001,125.760002,126.980003,89.484779,6371700
2001-03-08,126.599998,127.239998,126.139999,127.120003,89.583427,6055000
2001-03-09,126.099998,126.099998,123.110001,123.360001,86.933693,10020300
2001-03-12,122.339996,122.500000,117.750000,118.080002,83.212807,13972900
2001-03-13,119.400002,120.440002,117.529999,120.019997,84.579941,12888000
2001-03-14,117.050003,119.290001,115.750000,117.650002,82.909805,19883400
2001-03-15,118.449997,118.860001,117.360001,117.680000,82.930893,10370300
2001-03-16,117.129997,117.400002,114.809998,115.010002,81.267555,58514600
2001-03-19,115.760002,117.690002,114.820000,117.349998,82.921013,10067800
2001-03-20,117.900002,118.459999,114.110001,114.199997,80.695175,15083900
2001-03-21,114.180000,115.260002,111.900002,112.260002,79.324341,19004600
2001-03-22,112.019997,112.599998,108.040001,111.120003,78.518845,28624800
2001-03-23,113.250000,114.660004,111.500000,114.480003,80.893066,12861700
2001-03-26,115.699997,116.269997,114.769997,115.940002,81.924698,9943800
2001-03-27,115.620003,118.650002,115.279999,118.309998,83.599365,12880700
2001-03-28,116.900002,116.949997,114.900002,115.040001,81.288742,10953300
2001-03-29,114.699997,116.500000,112.139999,115.480003,81.599648,12060300
2001-03-30,115.550003,116.690002,114.500000,116.690002,82.454651,9183600
2001-04-02,116.300003,117.379997,113.800003,114.199997,80.695175,10561000
2001-04-03,113.980003,114.150002,110.059998,110.389999,78.003006,12836000
2001-04-04,110.570000,112.099998,109.300003,110.849998,78.328064,14884300
2001-04-05,113.300003,115.489998,112.500000,115.050003,81.295822,21522800
2001-04-06,113.989998,114.400002,112.059998,113.300003,80.059250,14937800
2001-04-09,114.000000,114.989998,112.779999,114.559998,80.949570,9034300
2001-04-10,115.449997,117.750000,115.169998,116.650002,82.426376,17873600
2001-04-11,118.779999,118.989998,116.139999,116.730003,82.482925,12722300
2001-04-12,116.300003,118.940002,115.959999,118.849998,83.980965,9233200
2001-04-16,118.290001,118.889999,116.910004,117.599998,83.097702,7350000
2001-04-17,117.309998,119.660004,117.019997,119.260002,84.270660,10924700
2001-04-18,121.059998,126.000000,120.690002,124.000000,87.619980,32481600
2001-04-19,124.250000,125.839996,123.580002,125.650002,88.785896,13809900
2001-04-20,124.900002,125.400002,123.660004,124.500000,87.973297,7626700
2001-04-23,123.650002,123.889999,121.910004,122.239998,86.376366,8451800
2001-04-24,122.519997,123.650002,121.099998,121.580002,85.910019,10044700
2001-04-25,121.419998,123.669998,120.949997,123.169998,87.033470,8249000
2001-04-26,123.730003,125.220001,123.500000,123.720001,87.422127,10590400
2001-04-27,124.919998,125.839996,124.199997,125.779999,88.877777,7938700
2001-04-30,126.449997,127.269997,124.669998,126.660004,89.499588,10766900
2001-05-01,125.070000,127.150002,124.599998,127.050003,89.775185,10578000
2001-05-02,127.410004,127.690002,126.000000,126.820000,89.612640,9572900
2001-05-03,126.129997,126.150002,124.220001,125.209999,88.475006,9926200
2001-05-04,123.650002,127.349998,123.440002,127.339996,89.980072,12145300
2001-05-07,126.860001,127.379997,126.230003,126.239998,89.202820,7185200
2001-05-08,126.860001,127.099998,125.559998,126.180000,89.160416,6952600
2001-05-09,125.250000,126.550003,125.059998,125.650002,88.785896,9507400
2001-05-10,127.260002,127.500000,125.769997,126.019997,89.047363,6872400
2001-05-11,126.000000,126.489998,124.400002,125.150002,88.432602,7734400
2001-05-14,124.900002,125.440002,124.459999,125.400002,88.609245,7914000
2001-05-15,125.550003,126.500000,124.849998,125.980003,89.019112,9782200
2001-05-16,124.839996,129.199997,124.620003,128.949997,91.117737,14909000
2001-05-17,129.000000,130.080002,128.559998,129.149994,91.259026,11824600
2001-05-18,129.089996,129.740005,128.100006,129.740005,91.675987,6683100
2001-05-21,129.839996,131.839996,129.149994,131.649994,93.025597,11531500
2001-05-22,131.830002,132.089996,131.070007,131.479996,92.905441,8342700
2001-05-23,131.050003,131.050003,129.250000,129.250000,91.329704,12330800
2001-05-24,129.470001,130.000000,128.550003,129.630005,91.598228,7902800
2001-05-25,129.649994,129.699997,127.900002,128.100006,90.517143,7425000
2001-05-29,128.220001,128.350006,126.900002,127.080002,89.796379,9003900
2001-05-30,126.589996,127.089996,125.000000,125.300003,88.538582,10041800
2001-05-31,125.430000,126.760002,125.260002,125.949997,88.997879,9874200
2001-06-01,126.199997,127.099998,125.120003,126.730003,89.549042,8848300
2001-06-04,126.800003,127.430000,126.080002,127.339996,89.980072,5623500
2001-06-05,127.489998,129.229996,127.269997,128.800003,91.011734,9115400
2001-06-06,128.830002,128.830002,127.360001,127.730003,90.255676,12064900
2001-06-07,127.050003,128.350006,127.000000,128.190002,90.580681,7355300
2001-06-08,127.699997,127.870003,126.139999,127.000000,89.739822,8170600
2001-06-11,126.709999,126.989998,125.410004,126.099998,89.103874,7012200
2001-06-12,124.860001,126.739998,124.040001,125.879997,88.948425,9364400
2001-06-13,126.169998,126.580002,124.650002,124.800003,88.185303,7629400
2001-06-14,124.180000,124.300003,121.750000,122.000000,86.206802,12603000
2001-06-15,120.910004,122.400002,120.400002,121.849998,86.345657,16821100
2001-06-18,121.650002,122.440002,120.910004,121.260002,85.927574,11368300
2001-06-19,122.379997,122.889999,120.889999,121.790001,86.303154,7732300
2001-06-20,121.190002,122.860001,121.099998,122.430000,86.756645,8787200
2001-06-21,122.220001,124.309998,122.150002,123.820000,87.741631,12259100
2001-06-22,123.489998,123.589996,122.160004,122.849998,87.054276,12212000
2001-06-25,123.279999,123.440002,121.500000,121.720001,86.253555,8406800
2001-06-26,120.900002,122.389999,120.570000,121.550003,86.133095,8005800
2001-06-27,121.599998,122.239998,120.910004,121.480003,86.083488,10105100
2001-06-28,122.000000,123.940002,121.930000,122.150002,86.558258,10269300
2001-06-29,122.800003,124.010002,122.260002,122.599998,86.877106,9824200
2001-07-02,122.800003,124.320000,122.620003,124.129997,87.961304,8522200
2001-07-03,123.980003,124.099998,123.050003,124.099998,87.940063,3303100
2001-07-05,123.070000,123.650002,121.660004,121.680000,86.225204,5517900
2001-07-06,121.309998,121.489998,119.050003,119.050003,84.361534,11665900
2001-07-09,119.489998,120.540001,119.199997,119.699997,84.822098,8339300
2001-07-10,120.290001,120.639999,118.209999,118.260002,83.801735,8630700
2001-07-11,118.099998,118.889999,117.089996,118.379997,83.886726,15328600
2001-07-12,119.500000,121.470001,119.309998,121.190002,85.877968,12002800
2001-07-13,120.839996,122.320000,120.620003,122.239998,86.622032,10433800
2001-07-16,121.769997,122.279999,120.290001,120.709999,85.537842,6915300
2001-07-17,120.199997,121.949997,119.830002,121.839996,86.338577,7469800
2001-07-18,120.559998,121.639999,120.059998,121.010002,85.750450,7709300
2001-07-19,122.180000,122.980003,120.760002,122.070000,86.501564,10082900
2001-07-20,121.150002,121.940002,120.919998,121.339996,85.984291,6705800
2001-07-23,121.800003,121.879997,118.949997,118.949997,84.290657,8065200
2001-07-24,119.000000,119.199997,116.750000,117.800003,83.475731,12269000
2001-07-25,117.919998,119.480003,117.459999,119.099998,84.396957,12088500
2001-07-26,119.059998,120.849998,118.559998,120.349998,85.282715,12898200
2001-07-27,120.830002,121.349998,119.910004,120.809998,85.608696,8478800
2001-07-30,121.190002,121.349998,120.300003,120.849998,85.637024,8547700
2001-07-31,121.000000,122.680000,120.800003,121.349998,85.991341,11918100
2001-08-01,121.970001,122.699997,121.550003,122.110001,86.529915,11940800
2001-08-02,123.230003,123.250000,121.889999,122.610001,86.884209,11070100
2001-08-03,122.360001,122.360001,120.900002,121.940002,86.409447,10816300
2001-08-06,121.349998,121.510002,120.099998,120.300003,85.247299,8550100
2001-08-07,120.269997,121.199997,119.910004,120.769997,85.580383,8865100
2001-08-08,120.120003,121.160004,118.430000,118.529999,83.993042,15183800
2001-08-09,118.699997,118.970001,117.860001,118.879997,84.241074,14118500
2001-08-10,118.800003,119.839996,117.339996,119.290001,84.531593,11173300
2001-08-13,119.599998,119.849998,118.809998,119.320000,84.552879,7431600
2001-08-14,120.139999,120.349998,118.800003,119.269997,84.517395,13178100
2001-08-15,119.230003,119.610001,118.080002,118.239998,83.787521,8520600
2001-08-16,117.800003,118.750000,117.000000,118.650002,84.078064,10734700
2001-08-17,117.650002,117.870003,116.010002,116.750000,82.731697,11604600
2001-08-20,116.800003,117.900002,116.550003,117.830002,83.497002,10417400
2001-08-21,117.800003,118.540001,115.800003,115.820000,82.072701,14480800
2001-08-22,116.750000,117.430000,115.779999,117.019997,82.923035,11752300
2001-08-23,116.959999,117.519997,116.489998,116.599998,82.625389,8744100
2001-08-24,117.209999,119.129997,116.739998,119.019997,84.340256,11687700
2001-08-27,118.970001,119.199997,118.260002,118.309998,83.837097,7425100
2001-08-28,118.279999,118.489998,116.580002,116.580002,82.611206,12046600
2001-08-29,117.129997,117.180000,115.169998,115.540001,81.874237,16180000
2001-08-30,114.849998,115.739998,112.040001,113.320000,80.301094,17692600
2001-08-31,113.400002,114.769997,113.129997,114.150002,80.889252,15985400
2001-09-04,113.849998,116.169998,113.370003,113.419998,80.372002,24473400
2001-09-05,113.699997,114.190002,111.949997,113.699997,80.570366,21477100
2001-09-06,112.650002,113.300003,110.769997,110.769997,78.494080,21653000
2001-09-07,110.019997,111.250000,108.629997,108.720001,77.041428,33133900
2001-09-10,107.699997,110.349998,107.699997,110.050003,77.983894,23408700
2001-09-17,101.000000,106.400002,100.000000,104.300003,73.909325,32388700
2001-09-18,104.330002,105.300003,103.360001,104.050003,73.732170,22029200
2001-09-19,104.099998,104.500000,98.559998,101.949997,72.244064,42771800
2001-09-20,100.400002,101.809998,98.559998,98.709999,69.948135,36210900
2001-09-21,94.279999,98.989998,93.800003,97.279999,69.193436,49782100
2001-09-24,99.720001,101.160004,99.059998,100.699997,71.626060,25549600
2001-09-25,100.750000,102.000000,99.900002,101.750000,72.372902,25466200
2001-09-26,102.349998,102.400002,100.430000,101.389999,72.116829,18587500
2001-09-27,101.250000,102.290001,100.000000,102.269997,72.742760,20536800
2001-09-28,102.980003,109.620003,102.500000,104.440002,74.286247,21687200
2001-10-01,103.900002,104.320000,102.830002,104.269997,74.165314,20457400
2001-10-02,104.000000,105.580002,103.650002,105.580002,75.097115,19833100
2001-10-03,104.599998,107.879997,104.349998,107.349998,76.356079,32045800
2001-10-04,108.290001,108.970001,106.750000,107.440002,76.420074,32674100
2001-10-05,107.250000,107.620003,105.519997,107.230003,76.270714,29796100
2001-10-08,106.269997,107.300003,105.870003,106.529999,75.772804,12970300
2001-10-09,106.610001,106.750000,105.599998,105.959999,75.367393,15976300
2001-10-10,105.800003,108.550003,105.519997,108.320000,77.045967,19987400
2001-10-11,108.949997,110.300003,108.949997,110.000000,78.240997,23006300
2001-10-12,109.150002,109.889999,107.300003,109.500000,77.885345,31360500
2001-10-15,108.629997,109.449997,108.059998,109.300003,77.743073,16873000
2001-10-16,109.800003,110.610001,108.949997,109.989998,78.233871,15877100
2001-10-17,111.070000,111.150002,107.650002,107.650002,76.569427,28542300
2001-10-18,107.820000,108.160004,106.750000,107.419998,76.405876,16510000
2001-10-19,107.000000,107.910004,106.010002,107.349998,76.356079,21912500
2001-10-22,107.300003,109.570000,107.209999,109.470001,77.864006,17540600
2001-10-23,109.959999,110.279999,108.379997,108.910004,77.465668,22062500
2001-10-24,108.980003,109.449997,108.220001,108.620003,77.259422,16065200
2001-10-25,107.449997,110.599998,106.739998,110.570000,78.646370,27467900
2001-10-26,109.949997,111.790001,109.669998,110.320000,78.468575,18623300
2001-10-29,110.160004,110.550003,107.449997,107.449997,76.427208,18727500
2001-10-30,107.349998,107.699997,105.559998,106.160004,75.509636,26178600
2001-10-31,106.900002,107.860001,105.800003,105.800003,75.253586,28124200
2001-11-01,106.599998,109.010002,105.699997,108.510002,77.181183,29806800
2001-11-02,108.440002,109.379997,107.870003,109.250000,77.707466,17575900
2001-11-05,110.120003,111.089996,109.949997,110.680000,78.724609,15929500
2001-11-06,110.349998,112.480003,109.849998,112.400002,79.948021,23245800
2001-11-07,111.769997,113.120003,111.639999,112.250000,79.841362,19716000
2001-11-08,112.870003,114.080002,111.900002,112.599998,80.090302,22563500
2001-11-09,112.250000,112.959999,111.440002,112.720001,80.175644,15895800
2001-11-12,111.000000,112.650002,110.000000,112.029999,79.684868,26068800
2001-11-13,113.440002,114.550003,113.180000,114.550003,81.477272,15296200
2001-11-14,115.169998,115.400002,113.709999,114.660004,81.555534,17571300
2001-11-15,114.370003,115.180000,113.930000,114.870003,81.704895,19470200
2001-11-16,115.080002,115.099998,113.400002,114.360001,81.342163,18134900
2001-11-19,114.919998,115.849998,114.449997,115.769997,82.345062,13625400
2001-11-20,115.370003,115.800003,114.639999,114.800003,81.655128,16209700
2001-11-21,114.500000,114.669998,113.510002,114.040001,81.114532,11470200
2001-11-23,114.040001,115.750000,114.000000,115.680000,82.281013,6717100
2001-11-26,115.750000,116.339996,115.070000,115.930000,82.458862,13726000
2001-11-27,115.620003,116.900002,114.089996,115.430000,82.103249,19261400
2001-11-28,114.739998,115.169998,113.250000,113.339996,80.616638,20195500
2001-11-29,113.660004,114.919998,113.000000,114.870003,81.704895,16354700
2001-11-30,114.400002,114.910004,114.019997,114.050003,81.121658,13680300
2001-12-03,113.650002,114.080002,113.010002,113.370003,80.637985,15220400
2001-12-04,113.919998,115.300003,113.349998,115.290001,82.003670,17239900
2001-12-05,115.610001,118.000000,115.559998,117.400002,83.504448,25204000
2001-12-06,117.339996,117.940002,116.930000,117.339996,83.461800,17972900
2001-12-07,116.900002,117.089996,115.699997,116.559998,82.906967,18857800
2001-12-10,115.849998,116.389999,114.349998,114.379997,81.356361,13862700
2001-12-11,114.900002,115.720001,113.900002,114.150002,81.192772,20833300
2001-12-12,114.550003,114.779999,113.110001,114.279999,81.285240,16171500
2001-12-13,113.449997,113.699997,112.040001,112.059998,79.706215,19026700
2001-12-14,112.330002,113.489998,112.000000,113.129997,80.467293,16721900
2001-12-17,112.989998,114.360001,112.900002,114.300003,81.299500,13925900
2001-12-18,114.629997,115.150002,114.339996,114.980003,81.783157,13663700
2001-12-19,114.089996,115.919998,114.000000,115.790001,82.359314,20143400
2001-12-20,115.500000,115.800003,114.550003,114.650002,81.548439,14867900
2001-12-21,115.029999,115.070000,114.199997,114.949997,82.043022,14037700
2001-12-24,114.830002,115.040001,114.610001,114.730003,81.886002,5728800
2001-12-26,114.650002,116.209999,114.650002,115.360001,82.335670,10304800
2001-12-27,115.300003,116.080002,115.250000,116.059998,82.835251,9407300
2001-12-28,116.290001,116.750000,115.919998,116.000000,82.792450,10593800
2001-12-31,116.150002,116.389999,114.230003,114.300003,81.579086,14619500
2002-01-02,115.110001,115.750000,113.809998,115.529999,82.457008,18651900
2002-01-03,115.650002,116.949997,115.540001,116.839996,83.391983,15743000
2002-01-04,117.169998,117.980003,116.550003,117.620003,83.948692,20140700
2002-01-07,117.699997,117.989998,116.559998,116.790001,83.356293,13106500
2002-01-08,116.790001,117.059998,115.970001,116.519997,83.163574,12683700
2002-01-09,116.680000,117.779999,115.339996,115.570000,82.485535,16610300
2002-01-10,115.690002,116.349998,115.300003,116.080002,82.849533,12823400
2002-01-11,116.209999,116.279999,114.699997,114.940002,82.035881,13708400
2002-01-14,114.650002,114.839996,113.959999,114.220001,81.522003,12301100
2002-01-15,114.550003,115.389999,113.900002,115.150002,82.185760,20219900
2002-01-16,114.300003,114.400002,112.690002,112.820000,80.522797,17067000
2002-01-17,113.760002,114.239998,113.400002,113.669998,81.129478,17283400
2002-01-18,113.000000,113.849998,112.669998,113.150002,80.758354,17028000
2002-01-22,113.750000,113.930000,112.019997,112.370003,80.201622,11689300
2002-01-23,112.629997,113.550003,112.019997,113.230003,80.815430,12438900
2002-01-24,113.639999,114.250000,113.320000,113.580002,81.065224,12142800
2002-01-25,113.120003,114.180000,113.040001,113.550003,81.043808,12810700
2002-01-28,113.900002,114.190002,112.919998,113.860001,81.265038,10589200
2002-01-29,113.849998,114.129997,110.050003,110.279999,78.709923,27720800
2002-01-30,110.389999,113.389999,108.400002,111.870003,79.844765,34711800
2002-01-31,112.150002,113.300003,111.620003,113.180000,80.779724,19909200
2002-02-01,113.089996,113.300003,112.169998,112.650002,80.401451,15838500
2002-02-04,112.230003,112.230003,109.440002,109.849998,78.403008,24243400
2002-02-05,109.400002,110.489998,108.529999,109.169998,77.917694,33614000
2002-02-06,109.650002,109.739998,108.059998,108.699997,77.582191,29486000
2002-02-07,108.720001,109.860001,108.000000,108.019997,77.096901,23445400
2002-02-08,108.629997,110.750000,108.300003,110.089996,78.574326,19277800
2002-02-11,110.050003,111.639999,109.820000,111.440002,79.537842,18792400
2002-02-12,110.959999,111.709999,110.029999,111.089996,79.288040,13942500
2002-02-13,111.480003,112.540001,111.349998,112.269997,80.130249,16781100
2002-02-14,112.510002,112.970001,111.589996,112.059998,79.980354,20453800
2002-02-15,112.150002,112.239998,110.709999,110.889999,79.145317,18366800
2002-02-19,110.150002,110.290001,108.610001,108.760002,77.625031,15988100
2002-02-20,109.050003,110.589996,107.820000,110.589996,78.931168,29242800
2002-02-21,109.930000,110.629997,108.260002,108.300003,77.296761,26288600
2002-02-22,108.349998,109.940002,107.870003,109.639999,78.253136,26572900
2002-02-25,109.739998,111.809998,109.699997,111.449997,79.544968,17458700
2002-02-26,111.599998,112.040001,110.570000,111.220001,79.380829,22346500
2002-02-27,111.959999,112.860001,110.650002,111.650002,79.687721,28597900
2002-02-28,111.830002,112.750000,111.029999,111.150002,79.330849,23755400
2002-03-01,111.720001,113.849998,111.510002,113.739998,81.179413,26273600
2002-03-04,113.900002,115.989998,113.650002,115.750000,82.614037,27184600
2002-03-05,115.330002,116.400002,114.970001,115.379997,82.349945,22718900
2002-03-06,115.099998,117.150002,115.070000,116.750000,83.327759,20143200
2002-03-07,117.360001,117.500000,115.570000,116.500000,83.149315,19330800
2002-03-08,117.379997,117.900002,116.480003,116.989998,83.499039,19930100
2002-03-11,116.889999,117.900002,116.430000,117.239998,83.677498,15621800
2002-03-12,116.099998,117.250000,115.940002,117.169998,83.627495,17153600
2002-03-13,116.629997,116.750000,115.639999,116.040001,82.820999,17175300
2002-03-14,116.040001,116.430000,115.629997,115.879997,82.706818,11168100
2002-03-15,115.970001,116.949997,115.900002,116.650002,83.494888,21220100
2002-03-18,117.099998,117.559998,116.099998,116.669998,83.509193,17548900
2002-03-19,117.300003,117.739998,116.820000,117.449997,84.067474,17912000
2002-03-20,116.500000,116.580002,115.190002,115.239998,82.485626,17114500
2002-03-21,115.300003,115.900002,114.120003,115.290001,82.521408,25846800
2002-03-22,115.500000,115.940002,114.699997,115.040001,82.342484,15235400
2002-03-25,115.089996,115.360001,113.300003,113.610001,81.318924,17499600
2002-03-26,113.519997,115.019997,113.470001,114.269997,81.791344,19947600
2002-03-27,114.029999,115.010002,113.760002,114.570000,82.006050,19020300
2002-03-28,114.970001,115.769997,114.500000,114.519997,81.970276,17532900
2002-04-01,114.230003,115.099998,113.500000,114.570000,82.006050,17711000
2002-04-02,113.980003,114.949997,113.769997,113.940002,81.555092,15669500
2002-04-03,114.010002,114.209999,112.160004,113.139999,80.982506,25658500
2002-04-04,112.599998,113.400002,112.230003,112.669998,80.646111,23549000
2002-04-05,113.190002,113.629997,112.180000,112.690002,80.660416,19404900
2002-04-08,111.320000,113.029999,111.230003,112.930000,80.832207,16470100
2002-04-09,113.180000,113.180000,111.930000,112.139999,80.266716,15122700
2002-04-10,112.099998,113.540001,112.089996,113.410004,81.175789,17199300
2002-04-11,112.889999,113.050003,110.500000,110.589996,79.157265,25453700
2002-04-12,111.019997,111.650002,110.040001,111.419998,79.751373,14950600
2002-04-15,111.620003,111.860001,110.199997,110.570000,79.142975,17394900
2002-04-16,111.699997,113.320000,111.669998,113.199997,81.025459,15040900
2002-04-17,113.389999,113.669998,112.599998,112.959999,80.853653,12920100
2002-04-18,112.900002,113.459999,111.150002,112.470001,80.502975,25204800
2002-04-19,113.199997,113.239998,112.559998,112.879997,80.796394,10499200
2002-04-22,112.379997,112.430000,110.839996,111.000000,79.450729,13922900
2002-04-23,111.089996,111.480003,110.169998,110.519997,79.107185,16967000
2002-04-24,110.559998,111.809998,109.400002,109.410004,78.312698,18902700
2002-04-25,109.209999,109.739998,108.720001,109.470001,78.355659,25451500
2002-04-26,109.790001,110.010002,107.290001,107.389999,76.866791,19769800
2002-04-29,107.930000,108.260002,106.629997,106.860001,76.487427,17724400
2002-04-30,107.019997,108.639999,106.639999,107.860001,77.203201,19473500
2002-05-01,107.970001,109.250000,106.800003,109.180000,78.148064,24575600
2002-05-02,109.099998,109.910004,107.779999,108.760002,77.847389,15666800
2002-05-03,108.599998,108.760002,107.199997,107.580002,77.002800,18185500
2002-05-06,107.639999,107.989998,105.309998,105.470001,75.492546,23630400
2002-05-07,106.099998,106.320000,104.900002,105.099998,75.227699,21910000
2002-05-08,107.050003,109.360001,106.790001,109.010002,78.026367,27917400
2002-05-09,108.650002,109.099998,107.580002,107.750000,77.124504,18085600
2002-05-10,107.970001,108.050003,105.599998,105.720001,75.671463,18958900
2002-05-13,106.220001,107.949997,105.790001,107.870003,77.210381,14677700
2002-05-14,109.620003,110.370003,109.000000,110.220001,78.892433,34201200
2002-05-15,109.500000,110.910004,109.290001,109.790001,78.584694,29535300
2002-05-16,109.699997,110.480003,109.330002,110.360001,78.992645,28092000
2002-05-17,110.660004,111.250000,110.099998,110.900002,79.379196,27823700
2002-05-20,110.639999,110.690002,109.489998,109.699997,78.520271,13833800
2002-05-21,110.110001,110.480003,108.320000,108.699997,77.804436,16877200
2002-05-22,108.220001,109.120003,108.000000,108.940002,77.976265,15844200
2002-05-23,109.260002,110.360001,108.480003,110.099998,78.806557,13879800
2002-05-24,109.980003,110.199997,108.610001,108.690002,77.797310,11877000
2002-05-28,109.050003,109.129997,107.449997,108.099998,77.375038,24236900
2002-05-29,107.620003,108.019997,107.129997,107.300003,76.802383,14773300
2002-05-30,106.550003,107.510002,105.900002,107.000000,76.587654,18217900
2002-05-31,107.400002,108.559998,106.849998,107.220001,76.745125,19826300
2002-06-03,107.089996,107.599998,104.129997,104.370003,74.705170,26056300
2002-06-04,104.150002,105.199997,103.550003,104.629997,74.891281,25856200
2002-06-05,104.949997,105.669998,104.349998,105.610001,75.592743,19695900
2002-06-06,105.540001,105.599998,103.150002,103.459999,74.053802,22998500
2002-06-07,101.779999,103.919998,101.720001,103.339996,73.967941,24011600
2002-06-10,103.239998,104.459999,103.019997,103.739998,74.254227,18759900
2002-06-11,104.129997,104.540001,101.730003,101.959999,72.980156,19990700
2002-06-12,101.709999,102.809998,100.779999,102.580002,73.423920,31266000
2002-06-13,102.129997,103.000000,101.339996,101.550003,72.686699,21043900
2002-06-14,100.309998,101.559998,98.500000,101.400002,72.579323,39267500
2002-06-17,101.919998,104.339996,101.849998,104.120003,74.526237,17647200
2002-06-18,103.739998,105.029999,103.629997,104.970001,75.134636,21628500
2002-06-19,103.500000,104.430000,102.239998,102.519997,73.381012,21540700
2002-06-20,102.260002,103.050003,100.959999,101.209999,72.443336,25691000
2002-06-21,100.470001,100.930000,98.680000,99.279999,71.310638,31190700
2002-06-24,98.610001,100.690002,97.250000,99.800003,71.684135,37169700
2002-06-25,100.300003,100.889999,97.540001,97.559998,70.075172,33355000
2002-06-26,95.199997,98.150002,95.190002,97.720001,70.190125,37913600
2002-06-27,98.500000,99.489998,96.570000,99.430000,71.418358,31616400
2002-06-28,99.239998,100.500000,98.879997,98.959999,71.080750,28184200
2002-07-01,99.180000,99.800003,96.889999,97.029999,69.694489,20270200
2002-07-02,96.860001,97.199997,94.769997,94.970001,68.214874,34213900
2002-07-03,94.620003,95.839996,93.720001,95.510002,68.602684,30565800
2002-07-05,96.779999,99.529999,96.660004,99.309998,71.332146,19013500
2002-07-08,98.980003,99.699997,97.559998,98.070000,70.441498,19118600
2002-07-09,97.730003,98.339996,95.010002,95.599998,68.667358,28620400
2002-07-10,96.000000,96.070000,92.040001,92.120003,66.167763,50522500
2002-07-11,91.760002,93.349998,90.320000,92.870003,66.706459,59476500
2002-07-12,93.330002,93.889999,91.519997,91.849998,65.973824,39018600
2002-07-15,91.639999,92.400002,87.889999,92.339996,66.325768,77317200
2002-07-16,91.120003,92.379997,89.870003,90.559998,65.047226,53282400
2002-07-17,92.459999,93.300003,89.750000,90.739998,65.176521,48880600
2002-07-18,90.699997,91.099998,87.750000,87.800003,63.064777,32656700
2002-07-19,86.760002,87.550003,84.300003,84.709999,60.845295,77572600
2002-07-22,84.099998,85.910004,81.449997,82.199997,59.042419,78134000
2002-07-23,82.550003,83.239998,79.750000,79.949997,57.426296,74484100
2002-07-24,78.129997,85.120003,77.680000,84.720001,60.852482,107022800
2002-07-25,84.269997,85.849998,81.599998,84.000000,60.335335,87176600
2002-07-26,84.650002,85.930000,83.800003,85.599998,61.484581,41206800
2002-07-29,87.500000,90.339996,87.300003,89.769997,64.479774,53492900
2002-07-30,89.320000,91.400002,88.720001,90.940002,65.320190,47532200
